Precinct,Contest Name,Candidate Name,Votes
"Toledo 3E","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","140"
"Toledo 3E","15. City of Toledo Regional Water Charter Amendment","YES","263"
"Toledo 3E","15. City of Toledo Regional Water Charter Amendment","NO","140"
"Toledo 3F","Governor / Lt. Governor","Cordray/Sutton","210"
"Toledo 3F","Governor / Lt. Governor","DeWine/Husted","80"
"Toledo 3F","Governor / Lt. Governor","Gadell-Newton/Joseph","1"
"Toledo 3F","Governor / Lt. Governor","Irvine/Grayson","9"
"Toledo 3F","Governor / Lt. Governor","Write-in","1"
"Toledo 3F","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 3F","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 3F","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 3F","Attorney General","Steve Dettelbach","211"
"Toledo 3F","Attorney General","Dave Yost","85"
"Toledo 3F","Auditor of State","Robert C. Coogan","18"
"Toledo 3F","Auditor of State","Keith Faber","74"
"Toledo 3F","Auditor of State","Zack Space","200"
"Toledo 3F","Secretary of State","Kathleen Clyde","209"
"Toledo 3F","Secretary of State","Frank LaRose","78"
"Toledo 3F","Secretary of State","Dustin R. Nanna","9"
"Toledo 3F","Secretary of State","Write-in","1"
"Toledo 3F","Secretary of State","Michael W. Bradley","0"
"Toledo 3F","Treasurer of State","Rob Richardson","206"
"Toledo 3F","Treasurer of State","Robert Sprague","90"
"Toledo 3F","U.S. Senator","Sherrod Brown","237"
"Toledo 3F","U.S. Senator","Jim Renacci","62"
"Toledo 3F","U.S. Senator","Write-in","0"
"Toledo 3F","U.S. Senator","Stephen Faris","0"
"Toledo 3F","U.S. Representative Dist 5","J. Michael Galbraith","195"
"Toledo 3F","U.S. Representative Dist 5","Don Kissick","7"
"Toledo 3F","U.S. Representative Dist 5","Bob Latta","96"
"Toledo 3F","Sup Crt Justice 1-1-19","Craig Baldwin","64"
"Toledo 3F","Sup Crt Justice 1-1-19","Michael P. Donnelly","186"
"Toledo 3F","Sup Crt Justice 1-2-19","Mary DeGenaro","96"
"Toledo 3F","Sup Crt Justice 1-2-19","Melody J. Stewart","148"
"Toledo 3F","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","86"
"Toledo 3F","Appeals Crt Judge 2-9-19","Gene A. Zmuda","179"
"Toledo 3F","State Senator Dist 11","Teresa Fedor","218"
"Toledo 3F","State Senator Dist 11","Ernest McCarthy","74"
"Toledo 3F","State Representative Dist 45","David Davenport","81"
"Toledo 3F","State Representative Dist 45","Lisa Sobecki","206"
"Toledo 3F","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","197"
"Toledo 3F","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","207"
"Toledo 3F","Judge Comm Pleas DR 1-3-19","David Lewandowski","202"
"Toledo 3F","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","81"
"Toledo 3F","Judge Comm Pleas GEN 1-4-19","Joe McNamara","174"
"Toledo 3F","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","199"
"Toledo 3F","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","188"
"Toledo 3F","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","204"
"Toledo 3F","County Commissioner","Gary L. Byers","177"
"Toledo 3F","County Commissioner","Sandy Spang","62"
"Toledo 3F","County Auditor","Anita Lopez","237"
"Toledo 3F","County Treasurer UNEX","Lori Brodie","85"
"Toledo 3F","County Treasurer UNEX","Lindsay M. Webb","208"
"Toledo 3F","State Board of Education 2nd District","Jeanine P. Donaldson","41"
"Toledo 3F","State Board of Education 2nd District","Charles Froehlich","16"
"Toledo 3F","State Board of Education 2nd District","Kirsten Hill","40"
"Toledo 3F","State Board of Education 2nd District","W. Roger Knight","21"
"Toledo 3F","State Board of Education 2nd District","Sue Larimer","32"
"Toledo 3F","State Board of Education 2nd District","Vicki Donovan Lyle","29"
"Toledo 3F","State Board of Education 2nd District","Annette Dudek Shine","32"
"Toledo 3F","1. State Issue Proposed Const. Amendment","YES","163"
"Toledo 3F","1. State Issue Proposed Const. Amendment","NO","134"
"Toledo 3F","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","174"
"Toledo 3F","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","125"
"Toledo 3F","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","219"
"Toledo 3F","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","79"
"Toledo 3F","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","114"
"Toledo 3F","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","177"
"Toledo 3F","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","230"
"Toledo 3F","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","68"
"Toledo 3F","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","189"
"Toledo 3F","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","98"
"Toledo 3F","15. City of Toledo Regional Water Charter Amendment","YES","211"
"Toledo 3F","15. City of Toledo Regional Water Charter Amendment","NO","77"
"Toledo 3G","Governor / Lt. Governor","Cordray/Sutton","200"
"Toledo 3G","Governor / Lt. Governor","DeWine/Husted","202"
"Toledo 3G","Governor / Lt. Governor","Gadell-Newton/Joseph","7"
"Toledo 3G","Governor / Lt. Governor","Irvine/Grayson","16"
"Toledo 3G","Governor / Lt. Governor","Write-in","1"
"Toledo 3G","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 3G","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 3G","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 3G","Attorney General","Steve Dettelbach","195"
"Toledo 3G","Attorney General","Dave Yost","215"
"Toledo 3G","Auditor of State","Robert C. Coogan","29"
"Toledo 3G","Auditor of State","Keith Faber","199"
"Toledo 3G","Auditor of State","Zack Space","179"
"Toledo 3G","Secretary of State","Kathleen Clyde","191"
"Toledo 3G","Secretary of State","Frank LaRose","195"
"Toledo 3G","Secretary of State","Dustin R. Nanna","18"
"Toledo 3G","Secretary of State","Write-in","0"
"Toledo 3G","Secretary of State","Michael W. Bradley","0"
"Toledo 3G","Treasurer of State","Rob Richardson","189"
"Toledo 3G","Treasurer of State","Robert Sprague","211"
"Toledo 3G","U.S. Senator","Sherrod Brown","235"
"Toledo 3G","U.S. Senator","Jim Renacci","187"
"Toledo 3G","U.S. Senator","Write-in","0"
"Toledo 3G","U.S. Senator","Stephen Faris","0"
"Toledo 3G","U.S. Representative Dist 5","J. Michael Galbraith","170"
"Toledo 3G","U.S. Representative Dist 5","Don Kissick","25"
"Toledo 3G","U.S. Representative Dist 5","Bob Latta","226"
"Toledo 3G","Sup Crt Justice 1-1-19","Craig Baldwin","99"
"Toledo 3G","Sup Crt Justice 1-1-19","Michael P. Donnelly","236"
"Toledo 3G","Sup Crt Justice 1-2-19","Mary DeGenaro","142"
"Toledo 3G","Sup Crt Justice 1-2-19","Melody J. Stewart","171"
"Toledo 3G","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","133"
"Toledo 3G","Appeals Crt Judge 2-9-19","Gene A. Zmuda","225"
"Toledo 3G","State Senator Dist 11","Teresa Fedor","214"
"Toledo 3G","State Senator Dist 11","Ernest McCarthy","193"
"Toledo 3G","State Representative Dist 45","David Davenport","190"
"Toledo 3G","State Representative Dist 45","Lisa Sobecki","211"
"Toledo 3G","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","251"
"Toledo 3G","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","272"
"Toledo 3G","Judge Comm Pleas DR 1-3-19","David Lewandowski","261"
"Toledo 3G","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","122"
"Toledo 3G","Judge Comm Pleas GEN 1-4-19","Joe McNamara","219"
"Toledo 3G","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","251"
"Toledo 3G","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","252"
"Toledo 3G","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","265"
"Toledo 3G","County Commissioner","Gary L. Byers","159"
"Toledo 3G","County Commissioner","Sandy Spang","106"
"Toledo 3G","County Auditor","Anita Lopez","289"
"Toledo 3G","County Treasurer UNEX","Lori Brodie","211"
"Toledo 3G","County Treasurer UNEX","Lindsay M. Webb","200"
"Toledo 3G","State Board of Education 2nd District","Jeanine P. Donaldson","48"
"Toledo 3G","State Board of Education 2nd District","Charles Froehlich","26"
"Toledo 3G","State Board of Education 2nd District","Kirsten Hill","45"
"Toledo 3G","State Board of Education 2nd District","W. Roger Knight","36"
"Toledo 3G","State Board of Education 2nd District","Sue Larimer","38"
"Toledo 3G","State Board of Education 2nd District","Vicki Donovan Lyle","42"
"Toledo 3G","State Board of Education 2nd District","Annette Dudek Shine","39"
"Toledo 3G","1. State Issue Proposed Const. Amendment","YES","165"
"Toledo 3G","1. State Issue Proposed Const. Amendment","NO","262"
"Toledo 3G","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","195"
"Toledo 3G","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","228"
"Toledo 3G","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","269"
"Toledo 3G","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","155"
"Toledo 3G","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","112"
"Toledo 3G","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","307"
"Toledo 3G","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","276"
"Toledo 3G","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","150"
"Toledo 3G","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","261"
"Toledo 3G","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","158"
"Toledo 3G","15. City of Toledo Regional Water Charter Amendment","YES","248"
"Toledo 3G","15. City of Toledo Regional Water Charter Amendment","NO","159"
"Toledo 3H","Governor / Lt. Governor","Cordray/Sutton","317"
"Toledo 3H","Governor / Lt. Governor","DeWine/Husted","228"
"Toledo 3H","Governor / Lt. Governor","Gadell-Newton/Joseph","6"
"Toledo 3H","Governor / Lt. Governor","Irvine/Grayson","13"
"Toledo 3H","Governor / Lt. Governor","Write-in","0"
"Toledo 3H","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 3H","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 3H","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 3H","Attorney General","Steve Dettelbach","327"
"Toledo 3H","Attorney General","Dave Yost","225"
"Toledo 3H","Auditor of State","Robert C. Coogan","16"
"Toledo 3H","Auditor of State","Keith Faber","213"
"Toledo 3H","Auditor of State","Zack Space","318"
"Toledo 3H","Secretary of State","Kathleen Clyde","308"
"Toledo 3H","Secretary of State","Frank LaRose","218"
"Toledo 3H","Secretary of State","Dustin R. Nanna","21"
"Toledo 3H","Secretary of State","Write-in","0"
"Toledo 3H","Secretary of State","Michael W. Bradley","0"
"Toledo 3H","Treasurer of State","Rob Richardson","313"
"Toledo 3H","Treasurer of State","Robert Sprague","233"
"Toledo 3H","U.S. Senator","Sherrod Brown","366"
"Toledo 3H","U.S. Senator","Jim Renacci","198"
"Toledo 3H","U.S. Senator","Write-in","0"
"Toledo 3H","U.S. Senator","Stephen Faris","0"
"Toledo 3H","U.S. Representative Dist 9","Marcy Kaptur","385"
"Toledo 3H","U.S. Representative Dist 9","Steven W. Kraus","181"
"Toledo 3H","U.S. Representative Dist 9","Write-in","0"
"Toledo 3H","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 3H","Sup Crt Justice 1-1-19","Craig Baldwin","106"
"Toledo 3H","Sup Crt Justice 1-1-19","Michael P. Donnelly","331"
"Toledo 3H","Sup Crt Justice 1-2-19","Mary DeGenaro","159"
"Toledo 3H","Sup Crt Justice 1-2-19","Melody J. Stewart","250"
"Toledo 3H","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","138"
"Toledo 3H","Appeals Crt Judge 2-9-19","Gene A. Zmuda","318"
"Toledo 3H","State Senator Dist 11","Teresa Fedor","345"
"Toledo 3H","State Senator Dist 11","Ernest McCarthy","202"
"Toledo 3H","State Representative Dist 45","David Davenport","214"
"Toledo 3H","State Representative Dist 45","Lisa Sobecki","327"
"Toledo 3H","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","338"
"Toledo 3H","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","358"
"Toledo 3H","Judge Comm Pleas DR 1-3-19","David Lewandowski","357"
"Toledo 3H","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","153"
"Toledo 3H","Judge Comm Pleas GEN 1-4-19","Joe McNamara","287"
"Toledo 3H","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","339"
"Toledo 3H","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","330"
"Toledo 3H","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","336"
"Toledo 3H","County Commissioner","Gary L. Byers","270"
"Toledo 3H","County Commissioner","Sandy Spang","147"
"Toledo 3H","County Auditor","Anita Lopez","418"
"Toledo 3H","County Treasurer UNEX","Lori Brodie","236"
"Toledo 3H","County Treasurer UNEX","Lindsay M. Webb","314"
"Toledo 3H","State Board of Education 2nd District","Jeanine P. Donaldson","37"
"Toledo 3H","State Board of Education 2nd District","Charles Froehlich","33"
"Toledo 3H","State Board of Education 2nd District","Kirsten Hill","72"
"Toledo 3H","State Board of Education 2nd District","W. Roger Knight","26"
"Toledo 3H","State Board of Education 2nd District","Sue Larimer","55"
"Toledo 3H","State Board of Education 2nd District","Vicki Donovan Lyle","58"
"Toledo 3H","State Board of Education 2nd District","Annette Dudek Shine","67"
"Toledo 3H","1. State Issue Proposed Const. Amendment","YES","250"
"Toledo 3H","1. State Issue Proposed Const. Amendment","NO","320"
"Toledo 3H","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","86"
"Toledo 3H","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","100"
"Toledo 3H","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","204"
"Toledo 3H","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","167"
"Toledo 3H","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","223"
"Toledo 3H","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","148"
"Toledo 3H","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","359"
"Toledo 3H","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","199"
"Toledo 3H","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","141"
"Toledo 3H","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","417"
"Toledo 3H","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","384"
"Toledo 3H","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","179"
"Toledo 3H","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","335"
"Toledo 3H","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","219"
"Toledo 3H","15. City of Toledo Regional Water Charter Amendment","YES","339"
"Toledo 3H","15. City of Toledo Regional Water Charter Amendment","NO","201"
"Toledo 3I","Governor / Lt. Governor","Cordray/Sutton","129"
"Toledo 3I","Governor / Lt. Governor","DeWine/Husted","72"
"Toledo 3I","Governor / Lt. Governor","Gadell-Newton/Joseph","5"
"Toledo 3I","Governor / Lt. Governor","Irvine/Grayson","5"
"Toledo 3I","Governor / Lt. Governor","Write-in","0"
"Toledo 3I","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 3I","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 3I","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 3I","Attorney General","Steve Dettelbach","127"
"Toledo 3I","Attorney General","Dave Yost","77"
"Toledo 3I","Auditor of State","Robert C. Coogan","15"
"Toledo 3I","Auditor of State","Keith Faber","73"
"Toledo 3I","Auditor of State","Zack Space","118"
"Toledo 3I","Secretary of State","Kathleen Clyde","131"
"Toledo 3I","Secretary of State","Frank LaRose","73"
"Toledo 3I","Secretary of State","Dustin R. Nanna","4"
"Toledo 3I","Secretary of State","Write-in","1"
"Toledo 3I","Secretary of State","Michael W. Bradley","0"
"Toledo 3I","Treasurer of State","Rob Richardson","132"
"Toledo 3I","Treasurer of State","Robert Sprague","75"
"Toledo 3I","U.S. Senator","Sherrod Brown","144"
"Toledo 3I","U.S. Senator","Jim Renacci","65"
"Toledo 3I","U.S. Senator","Write-in","2"
"Toledo 3I","U.S. Senator","Stephen Faris","0"
"Toledo 3I","U.S. Representative Dist 9","Marcy Kaptur","150"
"Toledo 3I","U.S. Representative Dist 9","Steven W. Kraus","57"
"Toledo 3I","U.S. Representative Dist 9","Write-in","1"
"Toledo 3I","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 3I","Sup Crt Justice 1-1-19","Craig Baldwin","59"
"Toledo 3I","Sup Crt Justice 1-1-19","Michael P. Donnelly","117"
"Toledo 3I","Sup Crt Justice 1-2-19","Mary DeGenaro","82"
"Toledo 3I","Sup Crt Justice 1-2-19","Melody J. Stewart","89"
"Toledo 3I","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","65"
"Toledo 3I","Appeals Crt Judge 2-9-19","Gene A. Zmuda","114"
"Toledo 3I","State Senator Dist 11","Teresa Fedor","140"
"Toledo 3I","State Senator Dist 11","Ernest McCarthy","67"
"Toledo 3I","State Representative Dist 45","David Davenport","75"
"Toledo 3I","State Representative Dist 45","Lisa Sobecki","133"
"Toledo 3I","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","136"
"Toledo 3I","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","140"
"Toledo 3I","Judge Comm Pleas DR 1-3-19","David Lewandowski","137"
"Toledo 3I","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","68"
"Toledo 3I","Judge Comm Pleas GEN 1-4-19","Joe McNamara","101"
"Toledo 3I","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","129"
"Toledo 3I","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","130"
"Toledo 3I","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","133"
"Toledo 3I","County Commissioner","Gary L. Byers","113"
"Toledo 3I","County Commissioner","Sandy Spang","45"
"Toledo 3I","County Auditor","Anita Lopez","160"
"Toledo 3I","County Treasurer UNEX","Lori Brodie","83"
"Toledo 3I","County Treasurer UNEX","Lindsay M. Webb","122"
"Toledo 3I","State Board of Education 2nd District","Jeanine P. Donaldson","20"
"Toledo 3I","State Board of Education 2nd District","Charles Froehlich","14"
"Toledo 3I","State Board of Education 2nd District","Kirsten Hill","31"
"Toledo 3I","State Board of Education 2nd District","W. Roger Knight","18"
"Toledo 3I","State Board of Education 2nd District","Sue Larimer","23"
"Toledo 3I","State Board of Education 2nd District","Vicki Donovan Lyle","14"
"Toledo 3I","State Board of Education 2nd District","Annette Dudek Shine","24"
"Toledo 3I","1. State Issue Proposed Const. Amendment","YES","112"
"Toledo 3I","1. State Issue Proposed Const. Amendment","NO","95"
"Toledo 3I","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","40"
"Toledo 3I","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","26"
"Toledo 3I","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","85"
"Toledo 3I","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","54"
"Toledo 3I","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","89"
"Toledo 3I","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","49"
"Toledo 3I","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","149"
"Toledo 3I","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","55"
"Toledo 3I","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","78"
"Toledo 3I","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","125"
"Toledo 3I","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","163"
"Toledo 3I","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","45"
"Toledo 3I","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","146"
"Toledo 3I","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","59"
"Toledo 3I","15. City of Toledo Regional Water Charter Amendment","YES","130"
"Toledo 3I","15. City of Toledo Regional Water Charter Amendment","NO","75"
"Toledo 3J","Governor / Lt. Governor","Cordray/Sutton","230"
"Toledo 3J","Governor / Lt. Governor","DeWine/Husted","167"
"Toledo 3J","Governor / Lt. Governor","Gadell-Newton/Joseph","8"
"Toledo 3J","Governor / Lt. Governor","Irvine/Grayson","9"
"Toledo 3J","Governor / Lt. Governor","Write-in","1"
"Toledo 3J","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 3J","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 3J","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 3J","Attorney General","Steve Dettelbach","234"
"Toledo 3J","Attorney General","Dave Yost","169"
"Toledo 3J","Auditor of State","Robert C. Coogan","17"
"Toledo 3J","Auditor of State","Keith Faber","151"
"Toledo 3J","Auditor of State","Zack Space","228"
"Toledo 3J","Secretary of State","Kathleen Clyde","233"
"Toledo 3J","Secretary of State","Frank LaRose","154"
"Toledo 3J","Secretary of State","Dustin R. Nanna","11"
"Toledo 3J","Secretary of State","Write-in","1"
"Toledo 3J","Secretary of State","Michael W. Bradley","0"
"Toledo 3J","Treasurer of State","Rob Richardson","223"
"Toledo 3J","Treasurer of State","Robert Sprague","169"
"Toledo 3J","U.S. Senator","Sherrod Brown","272"
"Toledo 3J","U.S. Senator","Jim Renacci","141"
"Toledo 3J","U.S. Senator","Write-in","0"
"Toledo 3J","U.S. Senator","Stephen Faris","0"
"Toledo 3J","U.S. Representative Dist 5","J. Michael Galbraith","201"
"Toledo 3J","U.S. Representative Dist 5","Don Kissick","13"
"Toledo 3J","U.S. Representative Dist 5","Bob Latta","189"
"Toledo 3J","Sup Crt Justice 1-1-19","Craig Baldwin","81"
"Toledo 3J","Sup Crt Justice 1-1-19","Michael P. Donnelly","261"
"Toledo 3J","Sup Crt Justice 1-2-19","Mary DeGenaro","128"
"Toledo 3J","Sup Crt Justice 1-2-19","Melody J. Stewart","199"
"Toledo 3J","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","115"
"Toledo 3J","Appeals Crt Judge 2-9-19","Gene A. Zmuda","243"
"Toledo 3J","State Senator Dist 11","Teresa Fedor","262"
"Toledo 3J","State Senator Dist 11","Ernest McCarthy","137"
"Toledo 3J","State Representative Dist 45","David Davenport","146"
"Toledo 3J","State Representative Dist 45","Lisa Sobecki","252"
"Toledo 3J","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","266"
"Toledo 3J","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","284"
"Toledo 3J","Judge Comm Pleas DR 1-3-19","David Lewandowski","277"
"Toledo 3J","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","109"
"Toledo 3J","Judge Comm Pleas GEN 1-4-19","Joe McNamara","242"
"Toledo 3J","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","265"
"Toledo 3J","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","261"
"Toledo 3J","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","274"
"Toledo 3J","County Commissioner","Gary L. Byers","175"
"Toledo 3J","County Commissioner","Sandy Spang","104"
"Toledo 3J","County Auditor","Anita Lopez","298"
"Toledo 3J","County Treasurer UNEX","Lori Brodie","168"
"Toledo 3J","County Treasurer UNEX","Lindsay M. Webb","236"
"Toledo 3J","State Board of Education 2nd District","Jeanine P. Donaldson","36"
"Toledo 3J","State Board of Education 2nd District","Charles Froehlich","22"
"Toledo 3J","State Board of Education 2nd District","Kirsten Hill","43"
"Toledo 3J","State Board of Education 2nd District","W. Roger Knight","27"
"Toledo 3J","State Board of Education 2nd District","Sue Larimer","53"
"Toledo 3J","State Board of Education 2nd District","Vicki Donovan Lyle","31"
"Toledo 3J","State Board of Education 2nd District","Annette Dudek Shine","66"
"Toledo 3J","1. State Issue Proposed Const. Amendment","YES","197"
"Toledo 3J","1. State Issue Proposed Const. Amendment","NO","217"
"Toledo 3J","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","225"
"Toledo 3J","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","185"
"Toledo 3J","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","285"
"Toledo 3J","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","126"
"Toledo 3J","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","134"
"Toledo 3J","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","264"
"Toledo 3J","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","284"
"Toledo 3J","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","124"
"Toledo 3J","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","266"
"Toledo 3J","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","131"
"Toledo 3J","15. City of Toledo Regional Water Charter Amendment","YES","249"
"Toledo 3J","15. City of Toledo Regional Water Charter Amendment","NO","138"
"Toledo 3K","Governor / Lt. Governor","Cordray/Sutton","193"
"Toledo 3K","Governor / Lt. Governor","DeWine/Husted","110"
"Toledo 3K","Governor / Lt. Governor","Gadell-Newton/Joseph","7"
"Toledo 3K","Governor / Lt. Governor","Irvine/Grayson","8"
"Toledo 3K","Governor / Lt. Governor","Write-in","0"
"Toledo 3K","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 3K","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 3K","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 3K","Attorney General","Steve Dettelbach","206"
"Toledo 3K","Attorney General","Dave Yost","106"
"Toledo 3K","Auditor of State","Robert C. Coogan","20"
"Toledo 3K","Auditor of State","Keith Faber","103"
"Toledo 3K","Auditor of State","Zack Space","187"
"Toledo 3K","Secretary of State","Kathleen Clyde","195"
"Toledo 3K","Secretary of State","Frank LaRose","100"
"Toledo 3K","Secretary of State","Dustin R. Nanna","17"
"Toledo 3K","Secretary of State","Write-in","0"
"Toledo 3K","Secretary of State","Michael W. Bradley","0"
"Toledo 3K","Treasurer of State","Rob Richardson","192"
"Toledo 3K","Treasurer of State","Robert Sprague","117"
"Toledo 3K","U.S. Senator","Sherrod Brown","228"
"Toledo 3K","U.S. Senator","Jim Renacci","89"
"Toledo 3K","U.S. Senator","Write-in","0"
"Toledo 3K","U.S. Senator","Stephen Faris","0"
"Toledo 3K","U.S. Representative Dist 5","J. Michael Galbraith","173"
"Toledo 3K","U.S. Representative Dist 5","Don Kissick","15"
"Toledo 3K","U.S. Representative Dist 5","Bob Latta","130"
"Toledo 3K","Sup Crt Justice 1-1-19","Craig Baldwin","68"
"Toledo 3K","Sup Crt Justice 1-1-19","Michael P. Donnelly","187"
"Toledo 3K","Sup Crt Justice 1-2-19","Mary DeGenaro","102"
"Toledo 3K","Sup Crt Justice 1-2-19","Melody J. Stewart","145"
